rating;user;place
3;Polly Richardson;Ciputra Waterpark
5;Polly Richardson;Pasar Beringharjo
3;Polly Richardson;Watu Gunung Ungaran
1;Polly Richardson;Heha Sky View
1;Polly Richardson;Green Village Gedangsari
5;Polly Richardson;Pantai Krakal
5;Polly Richardson;Kawah Putih
2;Polly Richardson;Monumen Bandung Lautan Api
5;Polly Richardson;Kebun Binatang Surabaya
2;Polly Richardson;Tugu Proklamasi
5;Polly Richardson;Lawangwangi Creative Space
4;Polly Richardson;Jalan Braga
4;Polly Richardson;Hutan Pinus Kayon
5;Polly Richardson;The World Landmarks - Merapi Park Yogyakarta
2;Polly Richardson;Orchid Forest Cikole
1;Polly Richardson;Pulau Pramuka
2;Polly Richardson;Semarang Contemporary Art Gallery
2;Polly Richardson;Taman Pandanaran
5;Polly Richardson;Gunung Papandayan
4;Polly Richardson;Monumen Palagan Ambarawa
1;Polly Richardson;Pantai Sedahan
4;Polly Richardson;Pecinan Glodok
5;Polly Richardson;Situs Warungboto
5;Polly Richardson;Hutan Pinus Kayon
4;Polly Richardson;Kampung Wisata Taman Sari
1;Polly Richardson;Candi Ratu Boko
4;Polly Richardson;Gunung Manglayang
3;Polly Richardson;Monumen Palagan Ambarawa
3;Polly Richardson;Museum Barli
3;Polly Richardson;Museum Gedung Sate
4;Polly Richardson;Kebun Binatang Ragunan
4;Polly Richardson;Kawasan Punclut
5;Polly Richardson;Pantai Pulang Sawal
2;Dana Delacruz;Atlantis Land Surabaya
1;Dana Delacruz;Jalan Braga
1;Dana Delacruz;Tebing Karaton
4;Dana Delacruz;Dusun Bambu
4;Dana Delacruz;Hutan Wisata Tinjomoyo Semarang
2;Dana Delacruz;Kyotoku Floating Market
3;Dana Delacruz;Hutan Kota Srengseng
1;Dana Delacruz;Saung Angklung Mang Udjo
5;Dana Delacruz;Pantai Siung
4;Dana Delacruz;Taman Hutan Tebet
5;Dana Delacruz;Pantai Pok Tunggal
5;Dana Delacruz;Ekowisata Mangrove Wonorejo
3;Dana Delacruz;Pulau Pelangi
1;Dana Delacruz;Pantai Drini
5;Dana Delacruz;Mountain View Golf Club
3;Dana Delacruz;Klenteng Sanggar Agung
4;Dana Delacruz;Obyek Wisata Goa Kreo
4;Dana Delacruz;Puncak Gunung Api Purba - Nglanggeran
5;Dana Delacruz;Gereja Perawan Maria Tak Berdosa Surabaya
3;Dana Delacruz;Museum Bank Indonesia
3;Dana Delacruz;Gereja Perawan Maria Tak Berdosa Surabaya
2;Dana Delacruz;Monumen Bandung Lautan Api
3;Dana Delacruz;Ledok Sambi
1;Dana Delacruz;Museum Kereta Ambarawa
2;Dana Delacruz;Jogja Exotarium
1;Dana Delacruz;Curug Bugbrug
1;Dana Delacruz;Pantai Kukup
3;Brett Park;Desa Wisata Rumah Domes/Teletubbies
1;Brett Park;The Lost World Castle
1;Brett Park;Gua Pawon
3;Brett Park;Puncak Segoro
1;Brett Park;Pantai Watu Kodok
3;Brett Park;Pantai Sedahan
5;Brett Park;Grojogan Watu Purbo Bangunrejo
1;Brett Park;Pantai Ngrawe (Mesra)
5;Brett Park;Museum Sasmita Loka Ahmad Yani
4;Brett Park;Museum Nike Ardilla
3;Brett Park;Air Terjun Kali Pancur
2;Brett Park;Goa Cerme
5;Brett Park;Galeri Nasional Indonesia
3;Brett Park;Monumen Perjuangan Rakyat Jawa Barat
5;Brett Park;Pantai Patihan
5;Brett Park;Pasar Baru
5;Brett Park;Alun-alun Utara Keraton Yogyakarta
4;Brett Park;Taman Sungai Mudal
2;Brett Park;Pantai Timang
2;Brett Park;Kampung Wisata Sosro Menduran
4;Brett Park;Pemandian Air Panas Cimanggu
2;Brett Park;Chingu Cafe Little Seoul
4;Brett Park;Museum Perangko
4;Brett Park;Tugu Pal Putih Jogja
2;Brett Park;Galaxy Waterpark Jogja
3;Brett Park;Jogja Exotarium
5;Bobby David;The World Landmarks - Merapi Park Yogyakarta
2;Bobby David;Mountain View Golf Club
3;Bobby David;Gereja Katedral Santo Petrus Bandung
3;Bobby David;Watu Lumbung
4;Bobby David;Saung Angklung Mang Udjo
3;Bobby David;Grojogan Watu Purbo Bangunrejo
2;Bobby David;Curug Bugbrug
4;Bobby David;Wisata Alam Wana Wisata Penggaron
2;Bobby David;Jembatan Merah
4;Bobby David;Pantai Samas
3;Bobby David;Pantai Glagah
3;Bobby David;Taman Bunga Celosia
1;Bobby David;Tebing Breksi
1;Bobby David;Desa Wisata Lembah Kalipancur
3;Bobby David;Ocean Ecopark
4;Bobby David;Pantai Indrayanti
5;Bobby David;Bukit Moko
2;Bobby David;Kawah Putih
1;Bobby David;Taman Keputran
2;Bobby David;Tugu Proklamasi
1;Bobby David;Monumen Bandung Lautan Api
1;Bobby David;Bumi Perkemahan Cibubur
5;Bobby David;Goa Cerme
5;Bobby David;Pantai Pok Tunggal
4;Bobby David;Pantai Nglambor
1;Bobby David;Taman Spathodea
3;Todd Arellano;Pantai Depok Jogja
1;Todd Arellano;Masjid Daarut Tauhiid Bandung
3;Todd Arellano;Taman Pandanaran
4;Todd Arellano;Puncak Segoro
3;Todd Arellano;Pasar Kebon Empring Bintaran
2;Todd Arellano;Museum Pos Indonesia
4;Todd Arellano;Umbul Sidomukti
1;Todd Arellano;Roemah Seni Sarasvati
2;Todd Arellano;Sungai Palayangan
3;Todd Arellano;Skyrink - Mall Taman Anggrek
5;Todd Arellano;Kebun Tanaman Obat Sari Alam
4;Todd Arellano;Nol Kilometer Jl.Malioboro
4;Todd Arellano;Pantai Maron
4;Todd Arellano;Museum Sonobudoyo Unit I
1;Todd Arellano;Museum Nasional
2;Todd Arellano;La Kana Chapel
4;Todd Arellano;Taman Sungai Mudal
5;Todd Arellano;Monumen Nasional
5;Todd Arellano;Wisata Mangrove Tapak
2;Todd Arellano;Jakarta Planetarium
4;Todd Arellano;Monumen Bandung Lautan Api
4;Todd Arellano;Pantai Wediombo
3;Todd Arellano;Wisata Kampung Krisan Clapar
1;Todd Arellano;Tirto Argo Siwarak
3;Celina Glenn;Waterpark Kenjeran Surabaya
1;Celina Glenn;Patung Buddha Empat Rupa
1;Celina Glenn;Panama Park 825
1;Celina Glenn;Dunia Fantasi
2;Celina Glenn;Sumur Gumuling
2;Celina Glenn;Dago Dreampark
4;Celina Glenn;Pasar Tanah Abang
5;Celina Glenn;Grand Maerakaca
3;Celina Glenn;Sendang Geulis Kahuripan
5;Celina Glenn;Taman Lalu Lintas Ade Irma Suryani Nasution
4;Celina Glenn;Observatorium Bosscha
3;Celina Glenn;Pulau Semak Daun
1;Celina Glenn;Panama Park 825
5;Celina Glenn;Pantai Baruna
1;Celina Glenn;Pantai Pulang Sawal
5;Celina Glenn;Jogja Bay Pirates Adventure Waterpark
3;Celina Glenn;Jurang Tembelan Kanigoro
2;Celina Glenn;Curug Cipanas
3;Celina Glenn;Taman Barunawati
5;Celina Glenn;Rainbow Garden
5;Celina Glenn;Kampung Wisata Rejowinangun
2;Celina Glenn;Pemandian Air Panas Cimanggu
4;Celina Glenn;Museum Nike Ardilla
4;Celina Glenn;Masjid Pusdai
2;Celina Glenn;Patung Sura dan Buaya
4;Celina Glenn;Dusun Bambu
1;Celina Glenn;Lawang Sewu
2;Celina Glenn;Curug Dago
4;Celina Glenn;Pantai Patihan
3;Celina Glenn;Masjid Agung Trans Studio Bandung
4;Celina Glenn;Taman Mundu
2;Celina Glenn;Pantai Sedahan
4;Celina Glenn;Monumen Serangan Umum 1 Maret
3;Celina Glenn;Taman Harmoni Keputih
3;Jospeh Barnes;Museum Benteng Vredeburg Yogyakarta
1;Jospeh Barnes;Pantai Sepanjang
3;Jospeh Barnes;Desa Wisata Tembi
5;Jospeh Barnes;Taman Hutan Raya Ir. H. Juanda
4;Jospeh Barnes;Pasar Seni
3;Jospeh Barnes;Keraton Surabaya
4;Jospeh Barnes;Candi Ratu Boko
5;Jospeh Barnes;Perkebunan Teh Malabar
2;Jospeh Barnes;Pantai Nglambor
2;Jospeh Barnes;Happyfarm Ciwidey
1;Jospeh Barnes;Kawasan Kuliner BSM
5;Jospeh Barnes;Taman Prestasi
4;Jospeh Barnes;Candi Sewu
1;Jospeh Barnes;Hutan Pinus Asri
1;Jospeh Barnes;Seribu Batu Songgo Langit
5;Jospeh Barnes;Puncak Pinus Becici
5;Jospeh Barnes;Selasar Sunaryo Art Space
2;Jospeh Barnes;Museum Gedung Sate
3;Jospeh Barnes;Desa Wisata Tembi
5;Jospeh Barnes;Keraton Surabaya
4;Jospeh Barnes;Pemandian Air Panas Cimanggu
4;Jospeh Barnes;"Bukit Paralayang, Watugupit"
5;Jospeh Barnes;Taman Miniatur Kereta Api
4;Jospeh Barnes;Pantai Patihan
5;Jospeh Barnes;Waterpark Kenjeran Surabaya
2;Jospeh Barnes;Babakan Siliwangi City Forest Path Bandung
3;Jospeh Barnes;Bunker Kaliadem Merapi
1;Jospeh Barnes;Pantai Drini
3;Jospeh Barnes;Museum Macan (Modern and Contemporary Art in Nusantara)
1;Jospeh Barnes;Kampoeng Djadhoel Semarang
3;Jospeh Barnes;Jembatan Pasupati
2;Jospeh Barnes;Bukit Wisata Pulepayung
1;Robyn Aguirre;Bentara Budaya Yogyakarta (BBY)
5;Robyn Aguirre;Puncak Gunung Api Purba - Nglanggeran
1;Robyn Aguirre;Brown Canyon
1;Robyn Aguirre;Hutan Pinus Kayon
2;Robyn Aguirre;Wisata Eling Bening
4;Robyn Aguirre;Taman Jomblo
2;Robyn Aguirre;Teras Cikapundung BBWS
2;Robyn Aguirre;Taman Hiburan Rakyat
5;Robyn Aguirre;Kampung Pelangi
3;Robyn Aguirre;Pantai Ngandong
3;Robyn Aguirre;Pantai Baron
4;Robyn Aguirre;Taman Mundu
4;Robyn Aguirre;The Escape Hunt
1;Robyn Aguirre;Taman Ayodya
2;Robyn Aguirre;Pantai Ancol
3;Robyn Aguirre;Museum Mpu Tantular
4;Robyn Aguirre;Curug Luhur Waterfall
4;Robyn Aguirre;Keraton Yogyakarta
4;Robyn Aguirre;Museum Geologi Bandung
4;Robyn Aguirre;Sea World
3;Robyn Aguirre;Hutan Pinus Kayon
4;Robyn Aguirre;Bumi Perkemahan Batu Kuda
2;Robyn Aguirre;Lawang Sewu
1;Robyn Aguirre;Bangsal Pagelaran
2;Robyn Aguirre;Bunker Kaliadem Merapi
2;Robyn Aguirre;House of Sampoerna
5;Robyn Aguirre;Waduk Jatibarang
4;Robyn Aguirre;Masjid Raya Bandung
4;Robyn Aguirre;Taman Hutan Raya Ir. H. Juanda
5;Robyn Aguirre;Monumen Sanapati
2;Robyn Aguirre;Air Terjun Semirang
3;Robyn Aguirre;Bunker Kaliadem Merapi
2;Robyn Aguirre;Curug Dago
3;Robyn Aguirre;Embung Tambakboyo
1;Robyn Aguirre;Museum Barli
5;Robyn Aguirre;Bukit Wisata Pulepayung
1;Robyn Aguirre;Taman Buah Surabaya
2;Luella Spence;Kampung Cina
5;Luella Spence;Kampoeng Tulip
3;Luella Spence;Pantai Marina
1;Luella Spence;Kampoeng Rawa
5;Luella Spence;Masjid Agung Trans Studio Bandung
4;Luella Spence;Taman Impian Jaya Ancol
4;Luella Spence;Wisata Alam Kalibiru
3;Luella Spence;Museum Benteng Vredeburg Yogyakarta
2;Luella Spence;Taman Kunang-Kunang
4;Luella Spence;Puspa Iptek Sundial
2;Luella Spence;Museum Benteng Vredeburg Yogyakarta
5;Luella Spence;Setu Babakan
1;Luella Spence;Klenteng Jin De Yuan
5;Luella Spence;Semarang Contemporary Art Gallery
1;Luella Spence;Taman Budaya Jawa Barat
4;Luella Spence;Masjid Istiqlal
2;Luella Spence;Museum Sri Baduga
3;Luella Spence;Klenteng Sanggar Agung
2;Luella Spence;Pulau Tidung
2;Luella Spence;Margasatwa Muara Angke
2;Luella Spence;Pintoe Langit Dahromo
3;Luella Spence;Alun-Alun Kota Bandung
5;Luella Spence;Ciwangun Indah Camp Official
1;Luella Spence;Taman Barunawati
5;Luella Spence;Situs Warungboto
1;Luella Spence;Taman Badak
2;Luella Spence;Candi Gedong Songo
5;Luella Spence;Selasar Sunaryo Art Space
4;Luella Spence;Kampung Cina
5;Luella Spence;Watu Goyang
4;Luella Spence;Sanghyang Heuleut
5;Luella Spence;Pantai Marina
2;Luella Spence;Masjid Agung Ungaran
3;Luella Spence;Bukit Bintang
1;Luella Spence;Museum Taman Prasasti
1;Luella Spence;Roemah Seni Sarasvati
5;Luella Spence;Taman Sungai Mudal
5;Luella Spence;Bukit Wisata Pulepayung
1;Luella Spence;Kampoeng Rawa
3;Luella Spence;Pasar Tanah Abang
4;Paula Huynh;Monumen Tugu Pahlawan
2;Paula Huynh;Pantai Sedahan
3;Paula Huynh;Candi Sewu
4;Paula Huynh;Ledok Sambi
3;Paula Huynh;Pantai Sadranan
3;Paula Huynh;Setu Babakan
1;Paula Huynh;Kampung Tematik Jawi
4;Paula Huynh;Wisata Batu Kuda
1;Paula Huynh;Flower Farm Setiya Aji
1;Paula Huynh;Jurang Tembelan Kanigoro
4;Paula Huynh;Kawasan Wisata Sosrowijayan
4;Paula Huynh;Lawang Sewu
4;Paula Huynh;Taman Ekspresi Dan Perpustakaan
1;Paula Huynh;Selasar Sunaryo Art Space
2;Paula Huynh;NuArt Sculpture Park
5;Paula Huynh;Wisata Kaliurang
2;Paula Huynh;Ocean Ecopark
4;Paula Huynh;Taman Lapangan Banteng
5;Paula Huynh;Taman Buah Surabaya
4;Paula Huynh;Keraton Yogyakarta
2;Paula Huynh;Blue Lagoon Jogja
3;Paula Huynh;Food Junction Grand Pakuwon
4;Paula Huynh;Farm House Susu Lembang
5;Titus Beck;Saung Angklung Mang Udjo
4;Titus Beck;Pantai Jogan
4;Titus Beck;Rabbit Town
4;Titus Beck;Lawangwangi Creative Space
5;Titus Beck;Taman Sungai Mudal
4;Titus Beck;Brown Canyon
2;Titus Beck;Batununggal Indah Club
3;Titus Beck;Ciputra Waterpark
4;Titus Beck;Kampung Wisata Sosro Menduran
3;Titus Beck;Pantai Parangtritis
4;Titus Beck;Jembatan Pasupati
5;Titus Beck;Wisata Batu Kuda
2;Titus Beck;Masjid Daarut Tauhiid Bandung
1;Titus Beck;Pantai Patihan
4;Titus Beck;Pantai Wediombo
4;Titus Beck;Kauman Pakualaman Yogyakarta
2;Titus Beck;Perpustakaan Nasional
1;Titus Beck;La Kana Chapel
3;Titus Beck;Pulau Semak Daun
3;Titus Beck;Pantai Jogan
4;Titus Beck;The World Landmarks - Merapi Park Yogyakarta
5;Titus Beck;Gereja Tiberias Indonesia Bandung
3;Titus Beck;Puncak Kebun Buah Mangunan
4;Titus Beck;Kota Mini
2;Titus Beck;The World Landmarks - Merapi Park Yogyakarta
2;Titus Beck;Kampung Batu Malakasari
1;Titus Beck;Heha Sky View
5;Titus Beck;Bumi Perkemahan Cibubur
1;Titus Beck;Pasar Kebon Empring Bintaran
2;Titus Beck;Tugu Muda Semarang
5;Titus Beck;GunungTangkuban perahu
4;Titus Beck;The Great Asia Africa
5;Titus Beck;Dago Dreampark
1;Titus Beck;Bukit Gantole Cililin
2;Titus Beck;Taman Film
3;Titus Beck;Kebun Binatang Bandung
3;Titus Beck;Kampung Wisata Sosro Menduran
3;Monique Roberts;Tektona Waterpark
5;Monique Roberts;Observatorium Bosscha
4;Monique Roberts;Bendung Lepen
3;Monique Roberts;Curug Aseupan
3;Monique Roberts;Candi Prambanan
1;Monique Roberts;Hutan Pinus Pengger
2;Monique Roberts;Taman Cattleya
4;Monique Roberts;Hutan Pinus Asri
2;Monique Roberts;Hutan Pinus Pengger
3;Monique Roberts;Taman Bungkul
4;Monique Roberts;Lava Bantal
4;Monique Roberts;Air Terjun Kedung Pedut
3;Monique Roberts;Tafso Barn
1;Monique Roberts;Taman Harmoni Keputih
3;Monique Roberts;Museum Nike Ardilla
2;Monique Roberts;NuArt Sculpture Park
1;Monique Roberts;Klenteng Jin De Yuan
3;Monique Roberts;Pantai Maron
1;Monique Roberts;Museum Barli
4;Monique Roberts;Monumen Selamat Datang
2;Monique Roberts;Waduk Jatibarang
4;Monique Roberts;Taman Harmoni Keputih
3;Monique Roberts;Sungai Palayangan
3;Monique Roberts;Museum Mandala Wangsit Siliwangi
5;Monique Roberts;Blue Lagoon Jogja
4;Monique Roberts;Museum Taman Prasasti
5;Monique Roberts;Museum Tekstil
3;Monique Roberts;Seribu Batu Songgo Langit
1;Monique Roberts;Kawah Putih
1;Monique Roberts;Monumen Serangan Umum 1 Maret
1;Monique Roberts;Kauman Pakualaman Yogyakarta
3;Monique Roberts;Taman Spathodea
3;Monique Roberts;Taman Begonia
3;Monique Roberts;Pantai Marina
2;Monique Roberts;Bukit Panguk Kediwung
2;Monique Roberts;Balai Kota Surabaya
1;Monique Roberts;Pantai Baruna
1;Kellie Adkins;Sunrise Point Cukul
1;Kellie Adkins;Pasar Seni
2;Kellie Adkins;Bumi Perkemahan Cibubur
2;Kellie Adkins;Pantai Maron
1;Kellie Adkins;Pasar Beringharjo
5;Kellie Adkins;Bukit Panguk Kediwung
5;Kellie Adkins;Ocean Ecopark
5;Kellie Adkins;Pulau Bidadari
3;Kellie Adkins;Monumen Tugu Pahlawan
3;Kellie Adkins;Kiara Artha Park
1;Kellie Adkins;Bukit Gantole Cililin
4;Kellie Adkins;Masjid Daarut Tauhiid Bandung
2;Kellie Adkins;Pasar Petak Sembilan
4;Kellie Adkins;Wisata Alam Kalibiru
5;Kellie Adkins;Ciwangun Indah Camp Official
5;Kellie Adkins;Taman Prestasi
5;Kellie Adkins;Pantai Baruna
3;Kellie Adkins;Taman Sungai Mudal
2;Kellie Adkins;Curug Batu Templek
4;Kellie Adkins;Taman Agrowisata Cilangkap
3;Kellie Adkins;Taman Lapangan Banteng
3;Kellie Adkins;Monumen Kapal Selam
1;Kellie Adkins;Taman Pintar Yogyakarta
1;Kellie Adkins;Kebun Bibit Wonorejo
5;Kellie Adkins;Tafso Barn
5;Kellie Adkins;Curug Tilu Leuwi Opat
4;Kellie Adkins;La Kana Chapel
1;Kellie Adkins;Masjid Nasional Al-Akbar
3;Kellie Adkins;Bumi Perkemahan Batu Kuda
1;Kellie Adkins;Taman Situ Lembang
4;Kellie Adkins;The Escape Hunt
1;Kellie Adkins;La Kana Chapel
5;Kellie Adkins;Puspa Iptek Sundial
3;Kellie Adkins;Margasatwa Muara Angke
4;Kellie Adkins;Wisata Alam Wana Wisata Penggaron
5;Kellie Adkins;Kampung Batu Malakasari
2;Kellie Adkins;Monumen Kapal Selam
5;Ebony Nolan;Gereja Perawan Maria Tak Berdosa Surabaya
5;Ebony Nolan;Sungai Palayangan
2;Ebony Nolan;Keraton Surabaya
5;Ebony Nolan;Teras Cikapundung BBWS
1;Ebony Nolan;Sanghyang Heuleut
3;Ebony Nolan;Sudut Pandang Bandung
1;Ebony Nolan;Wisata Alam Kalibiru
2;Ebony Nolan;Museum Gunung Merapi
4;Ebony Nolan;Gembira Loka Zoo
5;Ebony Nolan;Air Terjun Sri Gethuk
1;Ebony Nolan;Pulau Bidadari
4;Ebony Nolan;Museum Macan (Modern and Contemporary Art in Nusantara)
1;Ebony Nolan;Kebun Binatang Surabaya
1;Ebony Nolan;Bumi Perkemahan Cibubur
5;Ebony Nolan;Museum Basoeki Abdullah
4;Ebony Nolan;Monumen Sanapati
5;Ebony Nolan;Taman Balai Kota Bandung
3;Ebony Nolan;Pantai Nguluran
5;Ebony Nolan;Pura Giri Natha
3;Ebony Nolan;Curug Dago
1;Ebony Nolan;Taman Lalu Lintas Ade Irma Suryani Nasution
5;Ebony Nolan;Bukit Panguk Kediwung
1;Ebony Nolan;Durian Gardens and Tourism Education Watu Simbar
2;Ebony Nolan;Galeri Indonesia Kaya
2;Ebony Nolan;Semarang Chinatown
4;Ebony Nolan;Museum Macan (Modern and Contemporary Art in Nusantara)
5;Ebony Nolan;Klenteng Sanggar Agung
2;Ebony Nolan;Masjid Istiqlal
1;Ebony Nolan;Taman Kasmaran
1;Ebony Nolan;Taman Balai Kota Bandung
3;Ebony Nolan;Pantai Ngrawe (Mesra)
5;Ebony Nolan;Bukit Moko
5;Ebony Nolan;Rumah Batik
3;Ebony Nolan;Candi Prambanan
3;Ebony Nolan;Watu Gunung Ungaran
3;Ebony Nolan;Pantai Sundak
5;Ebony Nolan;Bukit Moko
4;Roger Brady;Pantai Kesirat
1;Roger Brady;Gunung Lalakon
4;Roger Brady;Ledok Sambi
3;Roger Brady;Wisata Lereng Kelir
3;Roger Brady;Pantai Maron
4;Roger Brady;Grand Indonesia Mall
1;Roger Brady;Pulau Pelangi
3;Roger Brady;Museum Kebangkitan Nasional
5;Roger Brady;Surabaya Museum (Gedung Siola)
5;Roger Brady;Taman Badak
2;Roger Brady;Old City 3D Trick Art Museum
1;Roger Brady;Taman Impian Jaya Ancol
2;Roger Brady;Pantai Samas
1;Roger Brady;Teras Cikapundung BBWS
4;Roger Brady;Kampung Wisata Kadipaten
4;Roger Brady;Upside Down World Bandung
4;Roger Brady;Desa Wisata Gamplong
1;Roger Brady;Taman Mundu
5;Roger Brady;Curug Tilu Leuwi Opat
2;Roger Brady;Gedung Agung Yogyakarta
5;Roger Brady;Kampung Wisata Kadipaten
4;Roger Brady;Museum Wayang
5;Roger Brady;"Bukit Paralayang, Watugupit"
1;Roger Brady;Wisata Mangrove Tapak
1;Roger Brady;Food Junction Grand Pakuwon
3;Roger Brady;Gunung Manglayang
5;Roger Brady;Tebing Karaton
2;Roger Brady;Museum Kebangkitan Nasional
1;Roger Brady;Curug Bugbrug
3;Roger Brady;Bukit Panguk Kediwung
2;Roger Brady;Pecinan Glodok
4;Roger Brady;Pemandian Air Panas Ciater
3;Roger Brady;Mall Thamrin City
5;Dorothy Armstrong;Hutan Mangrove Kulon Progo
3;Dorothy Armstrong;Grand Indonesia Mall
1;Dorothy Armstrong;Tektona Waterpark
1;Dorothy Armstrong;Gembira Loka Zoo
3;Dorothy Armstrong;Monumen Batik Yogyakarta
4;Dorothy Armstrong;Monumen Nasional
3;Dorothy Armstrong;Pemandian Air Panas Ciater
3;Dorothy Armstrong;Taman Badak
2;Dorothy Armstrong;Skyrink - Mall Taman Anggrek
3;Dorothy Armstrong;Pulau Tidung
3;Dorothy Armstrong;Pantai Ria Kenjeran
2;Dorothy Armstrong;Taman Hutan Raya Ir. H. Juanda
1;Dorothy Armstrong;Patung Sura dan Buaya
1;Dorothy Armstrong;Pantai Sadranan
3;Dorothy Armstrong;Kota Lama Semarang
4;Dorothy Armstrong;Pantai Siung
5;Dorothy Armstrong;Monumen Kapal Selam
1;Dorothy Armstrong;Taman Bungkul
3;Dorothy Armstrong;Surabaya North Quay
4;Dorothy Armstrong;Pantai Pulang Sawal
5;Dorothy Armstrong;Museum Sepuluh Nopember Kota Surabaya
3;Dorothy Armstrong;Museum Benteng Vredeburg Yogyakarta
2;Dorothy Armstrong;Goa Jomblang
3;Dorothy Armstrong;Goa Jomblang
2;Dorothy Armstrong;Gereja Katedral
1;Dorothy Armstrong;Surabaya Museum (Gedung Siola)
3;Dorothy Armstrong;Gedung Agung Yogyakarta
5;Dorothy Armstrong;Situs Warungboto
2;Dorothy Armstrong;Curug Cimahi
1;Dorothy Armstrong;Surabaya North Quay
4;Dorothy Armstrong;Goa Rancang Kencono
3;Dorothy Armstrong;Pesona Nirwana Waterpark & Cottages
4;Dorothy Armstrong;Goa Cerme
1;Dorothy Armstrong;Kampung Wisata Sosro Menduran
2;Patrice Parsons;Pantai Marina
1;Patrice Parsons;Tugu Pal Putih Jogja
4;Patrice Parsons;Wisata Lereng Kelir
4;Patrice Parsons;Happyfarm Ciwidey
1;Patrice Parsons;Atlantis Land Surabaya
5;Patrice Parsons;Wisata Alam Wana Wisata Penggaron
4;Patrice Parsons;Situ Cileunca
2;Patrice Parsons;Pantai Krakal
4;Patrice Parsons;Pantai Pulang Sawal
2;Patrice Parsons;Museum Tengah Kebun
5;Patrice Parsons;Taman Lansia
3;Patrice Parsons;Upside Down World Bandung
1;Patrice Parsons;Sudut Pandang Bandung
2;Patrice Parsons;Taman Vanda
4;Patrice Parsons;Museum Satria Mandala
4;Patrice Parsons;Air Terjun Kali Pancur
5;Patrice Parsons;Benteng Pendem
5;Patrice Parsons;Pantai Congot
1;Patrice Parsons;Jembatan Biru Ambarawa
4;Patrice Parsons;Jembatan Kota Intan
4;Patrice Parsons;Sudut Pandang Bandung
4;Patrice Parsons;Setu Babakan
4;Patrice Parsons;Tirto Argo Siwarak
1;Patrice Parsons;Hutan Bambu Keputih
3;Patrice Parsons;Grand Maerakaca
2;Patrice Parsons;Taman Bungkul
4;Patrice Parsons;Pantai Patihan
2;Patrice Parsons;Desa Wisata Kelor
2;Jasper Mccann;Sam Poo Kong Temple
2;Jasper Mccann;Monumen Palagan Ambarawa
2;Jasper Mccann;Lereng Anteng Panoramic Coffee Place
2;Jasper Mccann;Pelabuhan Marina
4;Jasper Mccann;Kawasan Malioboro
2;Jasper Mccann;Museum Sepuluh Nopember Kota Surabaya
3;Jasper Mccann;Museum Mandala Wangsit Siliwangi
2;Jasper Mccann;Taman Kupu-Kupu Cihanjuang
2;Jasper Mccann;Sudut Pandang Bandung
5;Jasper Mccann;Museum Fatahillah
2;Jasper Mccann;Indonesia Kaya Park
3;Jasper Mccann;Bendung Lepen
3;Jasper Mccann;Bentara Budaya Yogyakarta (BBY)
3;Jasper Mccann;Bukit Bintang
1;Jasper Mccann;Hutan Bambu Keputih
1;Jasper Mccann;GunungTangkuban perahu
4;Jasper Mccann;Air Terjun Kedung Pedut
2;Jasper Mccann;Curug Tilu Leuwi Opat
2;Jasper Mccann;Taman Agrowisata Cilangkap
1;Jasper Mccann;Saung Angklung Mang Udjo
1;Jasper Mccann;Pecinan Glodok
5;Jasper Mccann;Museum Gedung Sate
5;Jasper Mccann;Galeri Indonesia Kaya
1;Jasper Mccann;Desa Wisata Gamplong
4;Jasper Mccann;Taman Situ Lembang
3;Jasper Mccann;Air Mancur Menari
2;Jasper Mccann;Museum Barli
2;Jasper Mccann;Pantai Jogan
5;Jasper Mccann;Taman Balai Kota Bandung
1;Jasper Mccann;Museum Pos Indonesia
4;Jasper Mccann;Kampung Wisata Dipowinatan
2;Jasper Mccann;Taman Pelangi
4;Jasper Mccann;Farm House Susu Lembang
1;Jasper Mccann;Taman Hutan Raya Ir. H. Djuanda
3;Jasper Mccann;Ciwangun Indah Camp Official
1;Jasper Mccann;Kampoeng Kopi Banaran
5;Jasper Mccann;Jakarta Planetarium
5;Jasper Mccann;Desa Wisata Rumah Domes/Teletubbies
4;Jasper Mccann;Dunia Fantasi
5;Jasper Mccann;Keraton Surabaya
4;Jasper Mccann;Kampung Wisata Kadipaten
4;Jasper Mccann;Pantai Ancol
5;Jasper Mccann;Museum De Javasche Bank
4;Jasper Mccann;Water Park Bandung Indah
5;Jasper Mccann;Hutan Mangrove Kulon Progo
2;Jasper Mccann;Kampoeng Tulip
4;Jasper Mccann;Curug Cipanas
1;Jasper Mccann;Pantai Samas
5;Jasper Mccann;Kampung Wisata Taman Sari
1;Jasper Mccann;Wisata Kuliner Pecenongan
1;Jasper Mccann;Durian Gardens and Tourism Education Watu Simbar
3;Jasper Mccann;Kota Lama Semarang
5;Jasper Mccann;Taman Jomblo
4;Wyatt Molina;Lawang Sewu
3;Wyatt Molina;Monumen Yogya Kembali
4;Wyatt Molina;Taman Film
5;Wyatt Molina;La Kana Chapel
2;Wyatt Molina;Taman Kupu-Kupu Cihanjuang
5;Wyatt Molina;Roemah Seni Sarasvati
1;Wyatt Molina;Taman Legenda Keong Emas
2;Wyatt Molina;Kampoeng Tulip
4;Wyatt Molina;Sanghyang Heuleut
2;Wyatt Molina;Patung Sura dan Buaya
4;Wyatt Molina;Taman Situ Lembang
1;Wyatt Molina;Watu Goyang
